Recipe_code,Recipe_name,Ingredient,Unit_weight_amount
R45064B,Penne With a Kick - summer,"Pepper, Thai Bird's Eye Chili",1
R45064B,Penne With a Kick - summer,"Pork, Pancetta",4
R45064B,Penne With a Kick - summer,"Pasta, Penne",6
R45064B,Penne With a Kick - summer,"Tomato, Diced",14
R45064B,Penne With a Kick - summer,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R45064B,Penne With a Kick - summer,"Cheese, Shredded Parmesan",1
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,"Potato, Red C",12
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,Scallions,2
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,"Chicken, Thighs, Boneless/Skinless",12
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,Classic BBQ Sauce,2
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,"Beans, Black",13.4
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,"Corn on the Cob, 8-inch",1
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,Lime,1
R15046,UK Shredded Barbecue Chicken with Black Bean Salad,Sour Cream,1
R90035A,Mexican Breakfast Pizza,"Bread, Flatbread",2
R90035A,Mexican Breakfast Pizza,Mexican Spice Blend,1
R90035A,Mexican Breakfast Pizza,"Chorizo, Dried",3
R90035A,Mexican Breakfast Pizza,"Avocado, Hass - 60ct - 1 Piece (pc)",1
R90035A,Mexican Breakfast Pizza,Cilantro,0.25
R90035A,Mexican Breakfast Pizza,Lime,1
R90035A,Mexican Breakfast Pizza,"Tomato, Roma",1
R90035A,Mexican Breakfast Pizza,Shallot,2
R40110A,Herb-Crusted Pork Tenderloin,"Pork, Tenderloin",12
R40110A,Herb-Crusted Pork Tenderloin,"Breadcrumbs, Panko",0.5
R40110A,Herb-Crusted Pork Tenderloin,"Cheese, Shredded Parmesan",1
R40110A,Herb-Crusted Pork Tenderloin,Rosemary,0.25
R40110A,Herb-Crusted Pork Tenderloin,Garlic Powder,1
R40110A,Herb-Crusted Pork Tenderloin,Lemon,1
R40110A,Herb-Crusted Pork Tenderloin,"Potato, Yukon B",12
R40110A,Herb-Crusted Pork Tenderloin,"Lettuce, Spring Mix",4
R40110A,Herb-Crusted Pork Tenderloin,"Apple, Gala",1
R40110A,Herb-Crusted Pork Tenderloin,"Cranberries, Dried",1
R40110A,Herb-Crusted Pork Tenderloin,Walnuts,1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Steak, Sirloin",12
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Soy Sauce,1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Potato, Yukon B",12
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Snow Peas 8oz,8
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Sauce, Hoisin",1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Scallions,2
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Sesame Seeds, White",1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Sesame Oil,1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Sour Cream,1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Butter, Roasted Garlic Herb",1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,Sriracha Sauce,1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Demi Glace, Beef",1
R80099A,Soy Steak with Scalllion Mashed Potatoes and Sesame Snow Peas and Edamame,"Edamame, Shelled ",4
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),"Salmon, Skin-On",10
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),"Green Beans, Microwavable",6
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),"Couscous, French",0.5
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),Dill,0.25
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),Lemon,1
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),"Spice, Za'atar - ""Sesame Symphony""",1
R35129B,Salmon With Creamy Lemon Dill Sauce (with stock),"Stock Concentrate, Veggie",9.6
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,"Chicken, Breasts",12
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,"Potato, Yukon B",12
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,"Onion, Red",1
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,Parsley,0.25
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,Green Beans,6
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,"Mustard, Whole Grain",1
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,"Vinegar, Red Wine",25
R10118,UK Chicken with Mustard Sauce NOT FOR FAMILY,Sour Cream,1
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Chicken, Breasts",12
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Rice, Brown",0.75
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Mushrooms, Button",4
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Stock Concentrate, Chicken",9.6
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Garlic, Peeled",2
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Thyme, Fresh",0.25
R10128,UK Hearty Roasted Chicken with Dijon Mushroom Sauce,"Mustard, Dijon, Mini Glass Bottles",1.4
R60319,Summer Ratatouille,"Eggplant, Italian - 24-30 ct",1
R60319,Summer Ratatouille,Shallot,2
R60319,Summer Ratatouille,"Pasta, Tri-Color Tortelloni - Fresh",9
R60319,Summer Ratatouille,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R60319,Summer Ratatouille,"Herb, Basil",0.5
R60319,Summer Ratatouille,"Tomato, Roma",1
R60319,Summer Ratatouille,"Squash, Yellow",8
R60319,Summer Ratatouille,"Cheese, Shredded Parmesan",1
R60319,Summer Ratatouille,"Garlic, Peeled",2
R45058,Sausage and Tomato Risotto,"Sausage, Raw Lean Sweet Italian Pork",9
R45058,Sausage and Tomato Risotto,"Stock Concentrate, Chicken",9.6
R45058,Sausage and Tomato Risotto,"Tomato, Diced",14
R45058,Sausage and Tomato Risotto,"Garlic, Peeled",2
R45058,Sausage and Tomato Risotto,"Onion, Yellow",1
R45058,Sausage and Tomato Risotto,Parsley,0.25
R45058,Sausage and Tomato Risotto,"Rice, Arborio",0.75
R45058,Sausage and Tomato Risotto,"Cheese, Shredded Parmesan",1
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,"Pork, Boneless Chops (2)",12
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,Dijon Mustard Packet,10
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,"Thyme, Fresh",0.25
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,Green Beans,6
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,Shallot,2
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,"Potato, Yukon B",12
R40045,Mustard Pork Chops with Roasted Green Beans and Latkes,"Stock Concentrate, Chicken",9.6
R35064,Tempura Fish Tacos,Sole,12
R35064,Tempura Fish Tacos,Flour,1
R35064,Tempura Fish Tacos,"Spice, Blackening Spice - ""Southern Sizzle""",1
R35064,Tempura Fish Tacos,Radishes,3
R35064,Tempura Fish Tacos,"Avocado, Hass - 48 ct",1
R35064,Tempura Fish Tacos,Lime,1
R35064,Tempura Fish Tacos,"Cabbage, Shredded Red",4
R35064,Tempura Fish Tacos,"Tortillas, 6-inch Flour",6
R60253,Chard & Wild Mushroom Penne,"Pasta, Penne",6
R60253,Chard & Wild Mushroom Penne,Swiss Chard,8
R60253,Chard & Wild Mushroom Penne,"Mushrooms, Mixed Wild",4
R60253,Chard & Wild Mushroom Penne,"Garlic, Peeled",2
R60253,Chard & Wild Mushroom Penne,"Onion, Yellow",1
R60253,Chard & Wild Mushroom Penne,"Cheese, Shredded Parmesan",1
R60253,Chard & Wild Mushroom Penne,Chili Flakes,1
R60253,Chard & Wild Mushroom Penne,Paprika,1
R90089A,Pho Soup To Noodle Stir Fry,Ginger,1
R90089A,Pho Soup To Noodle Stir Fry,"Onion, Red",1
R90089A,Pho Soup To Noodle Stir Fry,Cilantro,0.25
R90089A,Pho Soup To Noodle Stir Fry,"Stock Concentrate, Chicken",9.6
R90089A,Pho Soup To Noodle Stir Fry,Thai Seasoning,1
R90089A,Pho Soup To Noodle Stir Fry,Soy Sauce,1
R90089A,Pho Soup To Noodle Stir Fry,"Bok Choy, Baby",1
R90089A,Pho Soup To Noodle Stir Fry,Scallions,2
R90089A,Pho Soup To Noodle Stir Fry,Lime,1
R90089A,Pho Soup To Noodle Stir Fry,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R25058D,Spicy Poblano Chili - Family,"Beef, Ground",10
R25058D,Spicy Poblano Chili - Family,"Pepper, Poblano",1
R25058D,Spicy Poblano Chili - Family,"Garlic, Peeled",2
R25058D,Spicy Poblano Chili - Family,Mexican Spice Blend,1
R25058D,Spicy Poblano Chili - Family,"Stock Concentrate, Veggie",9.6
R25058D,Spicy Poblano Chili - Family,"Tomato, Crushed",13.76
R25058D,Spicy Poblano Chili - Family,"Beans, Borlotti",13.4
R25058D,Spicy Poblano Chili - Family,"Cheese, Shredded Cheddar",2
R25058D,Spicy Poblano Chili - Family,Scallions,2
R80098A,,,
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,Lime,1
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Steak, Sirloin",12
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Bell Pepper, Green",1
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Onion, Red",1
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Pepper, Jalapeno",1
R20162A,Southwest Lime Marinated Steak Fajitas with Spiced Crema,"Tortillas, 6-inch Flour",6
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Pork, Boneless Chops (2)",12
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,Lime,1
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Garlic, Peeled",2
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Spice, Cajun Spice - ""Brass Kickin' """,1
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Corn on the Cob, 8-inch",1
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Onion, Red",1
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Beans, Kidney",13.4
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,"Tomato, Roma",1
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,Parsley,0.25
R40069,Cuban Pork with Warm Confetti Salad NOT IN FAMILY,Honey .5oz,0.5
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,"Pasta, Tagliatelle",6
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,"Mushrooms, Button",4
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,Lemon,1
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,"Garlic, Peeled",2
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,"Onion, Red",1
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,Tarragon,0.25
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,Sour Cream,1
R60080B,Creamy Tagliatelle with Mushrooms and Tarragon,"Cheese, Shredded Parmesan",1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Chicken, Breasts",12
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Spice, Dukkah - ""Nutty Sesame Crunch""",1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Lime,1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Sugar Snap Peas,6
R25181A,Beef And Pepper Tostadas,"Beef, Ground",10
R25181A,Beef And Pepper Tostadas,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R25181A,Beef And Pepper Tostadas,"Pepper, Cubanelle/Anaheim",1
R25181A,Beef And Pepper Tostadas,"Onion, Yellow",1
R25181A,Beef And Pepper Tostadas,"Stock Concentrate, Beef",12
R25181A,Beef And Pepper Tostadas,"Tomato, Roma",1
R25181A,Beef And Pepper Tostadas,Cilantro,0.25
R25181A,Beef And Pepper Tostadas,Lime,1
R25181A,Beef And Pepper Tostadas,"Tortillas, 6-inch Flour",6
R25181A,Beef And Pepper Tostadas,"Cheese, Shredded Mexican Cheese Blend",2
R25181A,Beef And Pepper Tostadas,Hot Sauce,1
R66677A,,,
R40062,UK Homemade Pork Schnitzel,"Pork, Boneless Chops (2)",12
R40062,UK Homemade Pork Schnitzel,"Breadcrumbs, Panko",0.5
R40062,UK Homemade Pork Schnitzel,Sour Cream,1
R40062,UK Homemade Pork Schnitzel,"Potato, Yukon B",12
R40062,UK Homemade Pork Schnitzel,Lemon,1
R40062,UK Homemade Pork Schnitzel,"Mustard, Dijon, Mini Glass Bottles",1.4
R40062,UK Homemade Pork Schnitzel,"Vinegar, Balsamic",25
R40062,UK Homemade Pork Schnitzel,Parsley,0.25
R40062,UK Homemade Pork Schnitzel,"Tomato, Grape",4
R40062,UK Homemade Pork Schnitzel,"Squash, Yellow",8
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,"Steak, Skirt",12
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,"Potato, Yukon B",16
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,Wasabi Paste,1
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,"Mushrooms, Shiitake",4
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,Asparagus,6
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,"Demi Glace, Beef",1
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,Soy Sauce,1
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,Shallot,2
R80044A,Soy Shiitake Demi Glazed Steak over Wasabi Potatoes with Roasted Asparagus,Scallions,2
R35127A,Crispy southwest tilapia,Tilapia,11
R35127A,Crispy southwest tilapia,"Couscous, French",0.5
R35127A,Crispy southwest tilapia,Lime,1
R35127A,Crispy southwest tilapia,Chipotle Powder,1
R35127A,Crispy southwest tilapia,"Breadcrumbs, Panko",0.5
R35127A,Crispy southwest tilapia,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R35127A,Crispy southwest tilapia,"Green Beans, Microwavable",6
R35127A,Crispy southwest tilapia,Cilantro,0.25
R35127A,Crispy southwest tilapia,"Stock Concentrate, Veggie",9.6
R45106A,,,
R25064,Fussiloni al Forno,"Pasta, Fussiloni",6
R25064,Fussiloni al Forno,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R25064,Fussiloni al Forno,"Cheese, Ricotta",4
R25064,Fussiloni al Forno,"Tomato, Crushed",13.76
R25064,Fussiloni al Forno,"Spinach, Savoy",8
R25064,Fussiloni al Forno,"Garlic, Peeled",2
R25064,Fussiloni al Forno,"Spice, Italian Seasoning - ""So Delizioso""",1
R25064,Fussiloni al Forno,"Onion, Yellow",1
R25064,Fussiloni al Forno,"Beef, Ground",10
R25064,Fussiloni al Forno,"Nutmeg, Ground",1
R60301,Summer Succotash-Stuffed Peppers,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R60301,Summer Succotash-Stuffed Peppers,"Tomato, Roma",1
R60301,Summer Succotash-Stuffed Peppers,Scallions,2
R60301,Summer Succotash-Stuffed Peppers,Parsley,0.25
R60301,Summer Succotash-Stuffed Peppers,"Quinoa, White",0.5
R60301,Summer Succotash-Stuffed Peppers,"Corn on the Cob, 8-inch",1
R60301,Summer Succotash-Stuffed Peppers,"Stock Concentrate, Veggie",9.6
R60301,Summer Succotash-Stuffed Peppers,"Cheese, Feta",2
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,Lemon,1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,Rosemary,0.25
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Garlic, Peeled",2
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Tomato, Beefsteak 6x6",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Onion, Red",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Corn on the Cob, 8-inch",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Beef, Ground",10
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Cheese, Shredded Parmesan",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Bread, Brioche Buns",2
R40047B,Pork al Mojo,"Pork, Boneless Chops (2)",12
R40047B,Pork al Mojo,"Rice, Basmati",0.5
R40047B,Pork al Mojo,Lime,1
R40047B,Pork al Mojo,"Garlic, Peeled",2
R40047B,Pork al Mojo,"Oregano, Fresh",0.25
R40047B,Pork al Mojo,Orange,1
R40047B,Pork al Mojo,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R40047B,Pork al Mojo,"Jam, Apricot",1
R40047B,Pork al Mojo,Cilantro,0.25
R40047B,Pork al Mojo,Scallions,2
R40047B,Pork al Mojo,"Onion, Red",1
R40047B,Pork al Mojo,"Beans, Black",13.4
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,"Chicken, Tenders 12oz (8-11 pieces/pack)",12
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,"Cheese, Shredded Parmesan",1
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,"Rosemary, Dried",1
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,"Potato, Yukon B",12
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,Green Beans,6
R10167B,Baked Parmesan Chicken Nuggets with Green Beans and Oven Fries,Eggs,2
R40079B,Seared Pork Chops with Brussels Sprouts,Sour Cream,1
R40079B,Seared Pork Chops with Brussels Sprouts,"Pork, Boneless Chops (2)",12
R40079B,Seared Pork Chops with Brussels Sprouts,Brussels Sprouts,8
R40079B,Seared Pork Chops with Brussels Sprouts,"Potato, White C",12
R40079B,Seared Pork Chops with Brussels Sprouts,"Mushrooms, Button",4
R40079B,Seared Pork Chops with Brussels Sprouts,Shallot,2
R40079B,Seared Pork Chops with Brussels Sprouts,"Stock Concentrate, Veggie",9.6
R40079B,Seared Pork Chops with Brussels Sprouts,Parsley,0.25
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Thyme, Fresh",0.25
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,Lemon,1
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Garlic, Peeled",2
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Cumin, Ground",1
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,Chili Flakes,1
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Couscous, Israeli",0.75
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Stock Concentrate, Veggie",9.6
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Avocado, Hass - 60ct - 1 Piece (pc)",1
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,"Lettuce, Arugula",2
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,Sour Cream,1
R60132,Roasted Carrot and Avocado Salad with Israeli Couscous,Pepitas,1
R40064,Southern Pork Chops with Potato-Collard Hash,"Pork, Boneless Chops (2)",12
R40064,Southern Pork Chops with Potato-Collard Hash,Collard Greens,8
R40064,Southern Pork Chops with Potato-Collard Hash,"Potato, Yukon B",12
R40064,Southern Pork Chops with Potato-Collard Hash,Sour Cream,1
R40064,Southern Pork Chops with Potato-Collard Hash,"Stock Concentrate, Chicken",9.6
R40064,Southern Pork Chops with Potato-Collard Hash,"Onion, Yellow",1
R40064,Southern Pork Chops with Potato-Collard Hash,Flour,0.5
R40064,Southern Pork Chops with Potato-Collard Hash,"Spice, Cajun Spice - ""Brass Kickin' """,1
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Steak, Skirt",12
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Mushrooms, Button",4
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Butter, Roasted Garlic Herb",1
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Demi Glace, Chicken",1
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Lettuce, Arugula",2
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Pear, Bartlett",1
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Vinegar, Balsamic",25
R80036A,"Skirt Steak with Mushroom Sauce and Arugula, Pear, Ricotta Salata Salad","Cheese, Ricotta Salata",2
R25118A,Meatloaf Burger,"Beef, Ground",10
R25118A,Meatloaf Burger,"Breadcrumbs, Panko",0.25
R25118A,Meatloaf Burger,"Cheese, Shredded Parmesan",1
R25118A,Meatloaf Burger,Meatloaf Mix Blend,1
R25118A,Meatloaf Burger,Ketchup,1
R25118A,Meatloaf Burger,"Bread, Brioche Buns",2
R25118A,Meatloaf Burger,Lemon,1
R25118A,Meatloaf Burger,"Onion, Red",1
R25118A,Meatloaf Burger,"Lettuce, Spring Mix",2
R25118A,Meatloaf Burger,Classic BBQ Sauce,2
R25118A,Meatloaf Burger,Pepitas,1
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Pork, Tenderloin",12
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Vinegar, Balsamic",25
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Jam, Cherry Preserves",1
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,Shallot,2
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Thyme, Dry",1
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Potato, Fingerling 12oz",12
R40068B,Cherry-Balsamic Glazed Pork Tenderloin with Fingerlings and Broccoli,"Broccoli, Florets",8
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Sausage, Raw Lean Sweet Italian Pork",9
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Pasta, Linguine",6
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Garlic, Peeled",2
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Onion, Red",1
R45030,Tuscan Pork Linguine (FAMILY ONLY),Lemon,1
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Squash, Zucchini",8
R45030,Tuscan Pork Linguine (FAMILY ONLY),Chili Flakes,1
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Cheese, Shredded Parmesan",1
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Thyme, Dry",1
R45030,Tuscan Pork Linguine (FAMILY ONLY),"Tomato, Diced",14
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,Shrimp,10
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,"Rice, Jasmine",0.75
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,Ginger,1
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,Scallions,2
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,"Garlic, Peeled",2
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,"Sauce, Hoisin",1
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,"Sesame Seeds, White",1
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,Lime,1
R30060,Sesame Shrimp with Jasmine Rice and Green Beans,Green Beans,6
R20082,Beef Fajitas with Kiwi Salsa,Beef Stir Fry,10
R20082,Beef Fajitas with Kiwi Salsa,Kiwi,1
R20082,Beef Fajitas with Kiwi Salsa,"Tomato, Roma",1
R20082,Beef Fajitas with Kiwi Salsa,"Onion, Red",1
R20082,Beef Fajitas with Kiwi Salsa,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R20082,Beef Fajitas with Kiwi Salsa,"Tortillas, 6-inch Flour",6
R20082,Beef Fajitas with Kiwi Salsa,Scallions,2
R20082,Beef Fajitas with Kiwi Salsa,Lime,1
R20082,Beef Fajitas with Kiwi Salsa,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R20082,Beef Fajitas with Kiwi Salsa,"Beans, Kidney",13.4
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde","Onion, Red",1
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde","Garlic, Peeled",2
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde","Cheese, Halloumi Style Grilling",8
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde","Rice, Basmati",0.75
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde",Lemon,1
R60501A,"Cuban Rice with Halloumi, Poblano, and Salsa Verde","Spice, Cuban Spice Blend",1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,"Sesame Seeds, White",1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,"Rice, Jasmine",0.5
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Shrimp,10
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Soy Sauce,1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Sesame Oil,1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Cornstarch,1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Sriracha Sauce,1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Cucumber Select,1
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,Scallions,2
R30906A,Spicy Korean Style Shrimp With Sesame Cucumber Salad Over Rice,"Vinegar, White Wine",25
R20037B,Steak Tagliata (Family Friendly),"Vinegar, Balsamic",25
R20037B,Steak Tagliata (Family Friendly),"Steak, Ranch",10
R20037B,Steak Tagliata (Family Friendly),Green Beans,6
R20037B,Steak Tagliata (Family Friendly),"Garlic, Peeled",2
R20037B,Steak Tagliata (Family Friendly),"Tomato, Grape",4
R20037B,Steak Tagliata (Family Friendly),Rosemary,0.25
R20037B,Steak Tagliata (Family Friendly),"Stock Concentrate, Beef",12
R45063B,UK Orecchiette with Herbed Pork (f),"Sausage, Raw Lean Sweet Italian Pork",9
R45063B,UK Orecchiette with Herbed Pork (f),"Pasta, Orecchiette",6
